FIPS,STATE,COUNTY,X,Y
1087,Alabama,Macon County,962776.2814,1087058.722
1089,Alabama,Madison County,856563.8724,1342883.807
1091,Alabama,Marengo County,768811.3741,1052639.321
1093,Alabama,Marion County,741675.3786,1261966.009
1095,Alabama,Marshall County,883149.4316,1301065.899
1097,Alabama,Mobile County,743214.0162,886353.9691
1099,Alabama,Monroe County,815207.5273,981058.0214
1101,Alabama,Montgomery County,916722.625,1063658.541
1103,Alabama,Morgan County,832538.727,1305761.382
1105,Alabama,Perry County,811039.8848,1100138.096
1107,Alabama,Pickens County,731203.5468,1165053.63
1109,Alabama,Pike County,946548.7153,1019904.422
1111,Alabama,Randolph County,973285.2542,1190092.777
1113,Alabama,Russell County,1011295.822,1081493.685
1115,Alabama,St. Clair County,889764.201,1228541.704
1117,Alabama,Shelby County,862964.3387,1175199.431
1119,Alabama,Sumter County,727404.035,1087525.042
1121,Alabama,Talladega County,907246.3344,1192676.758
1123,Alabama,Tallapoosa County,947322.4966,1138867.713
1125,Alabama,Tuscaloosa County,783090.3354,1170540.029
1127,Alabama,Walker County,798892.0647,1229583.653
1129,Alabama,Washington County,737348.0421,956049.341
1131,Alabama,Wilcox County,816409.2706,1027963.482
1133,Alabama,Winston County,788404.7509,1267513.85
4001,Arizona,Apache County,-1210740.252,1455925.988
4003,Arizona,Cochise County,-1290611.96,1071907.565
4005,Arizona,Coconino County,-1405359.239,1537195.839
4007,Arizona,Gila County,-1355993.094,1298458.724
4009,Arizona,Graham County,-1286205.946,1189918.657
4011,Arizona,Greenlee County,-1222278.216,1212493.161
4012,Arizona,La Paz County,-1644757.363,1340753.453
4013,Arizona,Maricopa County,-1517262.179,1274184.658
4015,Arizona,Mohave County,-1583919.555,1553444.329
4017,Arizona,Navajo County,-1284765.39,1467535.868
4019,Arizona,Pima County,-1476191.451,1125771.422
4021,Arizona,Pinal County,-1420586.8,1207586.372
4023,Arizona,Santa Cruz County,-1398761.173,1048495.378
4025,Arizona,Yavapai County,-1498489.345,1412798.518
4027,Arizona,Yuma County,-1657902.488,1234156.053
5001,Arkansas,Arkansas County,422335.6565,1257742.809
5003,Arkansas,Ashley County,391924.6564,1133376.502
5005,Arkansas,Baxter County,325944.8231,1477160.052
5007,Arkansas,Benton County,155094.5293,1478108.344
5009,Arkansas,Boone County,258755.232,1477267.159
5011,Arkansas,Bradley County,354204.4236,1162472.481
5013,Arkansas,Calhoun County,322441.5019,1171500.858
5015,Arkansas,Carroll County,218922.7896,1479770.985
5017,Arkansas,Chicot County,435421.231,1143899.148
5019,Arkansas,Clark County,258696.4416,1224518.294
5021,Arkansas,Clay County,496062.5084,1494564.049
5023,Arkansas,Cleburne County,356975.247,1394535.948
5025,Arkansas,Cleveland County,350188.7783,1210634.808
5027,Arkansas,Columbia County,256754.7548,1130947.154
5029,Arkansas,Conway County,297531.8217,1361313.732
5031,Arkansas,Craighead County,480321.0855,1433405.663
5033,Arkansas,Crawford County,157810.2161,1394155.534
5035,Arkansas,Crittenden County,513412.7897,1365386.885
5037,Arkansas,Cross County,471183.736,1372833.132
5039,Arkansas,Dallas County,306848.4113,1216976.821
5041,Arkansas,Desha County,435913.8349,1207239.844
5043,Arkansas,Drew County,394404.8698,1178013.43
5045,Arkansas,Faulkner County,331289.0617,1349668.8
5047,Arkansas,Franklin County,189625.6278,1386218.18
5049,Arkansas,Fulton County,371643.9693,1489698.908
5051,Arkansas,Garland County,259314.0964,1283332.464
5053,Arkansas,Grant County,326626.6293,1253536.526
5055,Arkansas,Greene County,485077.6864,1465822.724
5057,Arkansas,Hempstead County,214525.827,1188055.448
5059,Arkansas,Hot Spring County,278873.2242,1254962.935
5061,Arkansas,Howard County,183788.2959,1226838.439
5063,Arkansas,Independence County,396986.1129,1419036.274
5065,Arkansas,Izard County,364580.0196,1457251.02
5067,Arkansas,Jackson County,429625.2692,1404670.075
5069,Arkansas,Jefferson County,371628.2943,1252982.597
5071,Arkansas,Johnson County,228180.1822,1393640.817
5073,Arkansas,Lafayette County,221537.5884,1132961.495
5075,Arkansas,Lawrence County,436707.5398,1454580.204
5077,Arkansas,Lee County,473424.8955,1315286.981
5079,Arkansas,Lincoln County,391302.5952,1219018.366
5081,Arkansas,Little River County,162556.8087,1183225.108
5083,Arkansas,Logan County,206087.9587,1353403.041
5085,Arkansas,Lonoke County,373299.2293,1307381.435
5087,Arkansas,Madison County,203229.8493,1442388.352
5089,Arkansas,Marion County,295148.9411,1473943.42
5091,Arkansas,Miller County,195029.3472,1140265.061
5093,Arkansas,Mississippi County,532470.4543,1428975.558
5095,Arkansas,Monroe County,435774.9556,1301719.597
5097,Arkansas,Montgomery County,213106.9019,1277843.282
5099,Arkansas,Nevada County,247970.8945,1180864.704
5101,Arkansas,Newton County,248778.5402,1433394.497
5103,Arkansas,Ouachita County,287345.1173,1174251.825
5105,Arkansas,Perry County,277874.0963,1325399.075
5107,Arkansas,Phillips County,469554.445,1275605.39
5109,Arkansas,Pike County,214452.0054,1235896.943
5111,Arkansas,Poinsett County,479240.9242,1404530.665
5113,Arkansas,Polk County,161456.3368,1270801.319
5115,Arkansas,Pope County,266862.4365,1381043.102
5117,Arkansas,Prairie County,403371.9341,1317212.819
5119,Arkansas,Pulaski County,334765.1331,1307555.833
5121,Arkansas,Randolph County,442039.221,1488555.733
5123,Arkansas,St. Francis County,474973.4109,1342390.793
5125,Arkansas,Saline County,302180.008,1292556.533
5127,Arkansas,Scott County,175621.6712,1313055.744
5129,Arkansas,Searcy County,295163.9777,1433919.742
5131,Arkansas,Sebastian County,155813.0466,1350516.749
5133,Arkansas,Sevier County,161324.8127,1216143.217
5135,Arkansas,Sharp County,402854.2096,1466357.015
5137,Arkansas,Stone County,343883.5923,1430021.734
5139,Arkansas,Union County,315228.8032,1128070.39
5141,Arkansas,Van Buren County,312908.4832,1397513.836
5143,Arkansas,Washington County,159433.1948,1437877.144
5145,Arkansas,White County,383682.6063,1364050.577
5147,Arkansas,Woodruff County,429367.2299,1358372.258
5149,Arkansas,Yell County,234284.15,1330289.996
6001,California,Alameda County,-2234722.915,1929488.249
6003,California,Alpine County,-2033713.929,1985978.13
6005,California,Amador County,-2107443.207,1987762.827
6007,California,Butte County,-2150252.492,2140994.288
6009,California,Calaveras County,-2106250.83,1959391.645
6011,California,Colusa County,-2217214.631,2102795.251
6013,California,Contra Costa County,-2229816.674,1959878.901
6015,California,Del Norte County,-2270489.272,2417815.955
6017,California,El Dorado County,-2087339.323,2020989.03
6019,California,Fresno County,-2070617.273,1782733.704
6021,California,Glenn County,-2217111.972,2151816.274
6023,California,Humboldt County,-2302676.8,2305251.467
6025,California,Imperial County,-1785154,1290267.036
6027,California,Inyo County,-1883524.089,1709044.101
6029,California,Kern County,-2028665.795,1609051.393
6031,California,Kings County,-2103384.742,1712092.444
6033,California,Lake County,-2262141.278,2106544.859
6035,California,Lassen County,-2038744.849,2227611.966
6037,California,Los Angeles County,-2011057.099,1487036.091
6039,California,Madera County,-2067279.165,1835026.141
6041,California,Marin County,-2291618.459,1995396.41
6043,California,Mariposa County,-2069173.944,1877544.01
6045,California,Mendocino County,-2303830.436,2158440.063
6047,California,Merced County,-2149157.533,1853334.408
6049,California,Modoc County,-2022988.558,2329663.146
6051,California,Mono County,-1972999.433,1894718.388
6053,California,Monterey County,-2221864.764,1759813.569
6055,California,Napa County,-2245548.226,2032658.383
6057,California,Nevada County,-2092539.079,2082986.468
6059,California,Orange County,-1985466.246,1410112.568
6061,California,Placer County,-2095275.292,2056117.271
6063,California,Plumas County,-2077853.747,2160535.286
6065,California,Riverside County,-1825723.965,1379416.512
6067,California,Sacramento County,-2165232.168,2003551.843
6069,California,San Benito County,-2196530.098,1798016.409
6071,California,San Bernardino County,-1816367.501,1502728.206
6073,California,San Diego County,-1909574.87,1316234.036
6075,California,San Francisco County,-2277693.471,1954457.212
6077,California,San Joaquin County,-2174263.412,1946260.784
6079,California,San Luis Obispo County,-2173681.929,1650773.455
6081,California,San Mateo County,-2278620.286,1915808.368
6083,California,Santa Barbara County,-2159883.062,1564375.929
6085,California,Santa Clara County,-2230823.065,1880148.094
6087,California,Santa Cruz County,-2262112.52,1868462.954
6089,California,Shasta County,-2153086.26,2269411.386
6091,California,Sierra County,-2063687.245,2107644.402
6093,California,Siskiyou County,-2167666.291,2370091.862
6095,California,Solano County,-2219662.938,1997853.508
6097,California,Sonoma County,-2291018.826,2048296.819
6099,California,Stanislaus County,-2162312.621,1899377.574
6101,California,Sutter County,-2176828.727,2074846.581
6103,California,Tehama County,-2188079.389,2205051.276
6105,California,Trinity County,-2242989.009,2281865.2
6107,California,Tulare County,-2011603.864,1705935.249
6109,California,Tuolumne County,-2060895.501,1927044.916
6111,California,Ventura County,-2083748.361,1520098.026
6113,California,Yolo County,-2204404.971,2042041.544
6115,California,Yuba County,-2141537.715,2092413.039
8001,Colorado,Adams County,-705894.5167,1903875.48
8003,Colorado,Alamosa County,-854832.5112,1658999.349
8005,Colorado,Arapahoe County,-708156.3946,1878934.37
8007,Colorado,Archuleta County,-969285.3187,1628883.604
8009,Colorado,Baca County,-575413.0221,1606404.107
8011,Colorado,Bent County,-614944.8062,1680647.802
8013,Colorado,Boulder County,-789556.0936,1936234.615
8014,Colorado,Broomfield County,-765452.9655,1918247.481
8015,Colorado,Chaffee County,-876002.4773,1793582.427
8017,Colorado,Cheyenne County,-567485.0652,1775404.607
8019,Colorado,Clear Creek County,-818288.5988,1893713.78
8021,Colorado,Conejos County,-894313.4405,1621249.279
8023,Colorado,Costilla County,-826731.4276,1622948.605
8025,Colorado,Crowley County,-673296.295,1727047.965
8027,Colorado,Custer County,-812237.1275,1715109.678
8029,Colorado,Delta County,-1017169.673,1822973.639
8031,Colorado,Denver County,-752535.2617,1895398.468
8033,Colorado,Dolores County,-1089277.071,1706941.395
8035,Colorado,Douglas County,-761560.7898,1847660.142
8037,Colorado,Eagle County,-907828.0851,1896431.678
8039,Colorado,Elbert County,-694376.7348,1836771.668
8041,Colorado,El Paso County,-732217.7613,1789019.449
8043,Colorado,Fremont County,-814487.0698,1756371.693
8045,Colorado,Garfield County,-1010370.634,1905589.98
8047,Colorado,Gilpin County,-806038.831,1911394.232
8049,Colorado,Grand County,-853397.0214,1943920.336
8051,Colorado,Gunnison County,-948768.7971,1792665.374
8053,Colorado,Hinsdale County,-982989.8362,1701269.516
8055,Colorado,Huerfano County,-781576.3055,1664376.748
8057,Colorado,Jackson County,-865364.1963,2008714.743
8059,Colorado,Jefferson County,-786087.6609,1878865.86
8061,Colorado,Kiowa County,-582223.6306,1732072.027
8063,Colorado,Kit Carson County,-563665.1171,1828718.275
8065,Colorado,Lake County,-883398.2697,1845706.888
8067,Colorado,La Plata County,-1037450.822,1647580.975
8069,Colorado,Larimer County,-791888.8373,2001069.799
8071,Colorado,Las Animas County,-704874.223,1616067.79
8073,Colorado,Lincoln County,-644193.1867,1798872.808
8075,Colorado,Logan County,-595046.0267,1990421.107
8077,Colorado,Mesa County,-1066385.895,1847034.414
8079,Colorado,Mineral County,-952357.1057,1680561.859
8081,Colorado,Moffat County,-1021328.67,2022008.896
8083,Colorado,Montezuma County,-1102273.11,1661903.56
8085,Colorado,Montrose County,-1058417.207,1776457.44
8087,Colorado,Morgan County,-657761.8652,1943459.992
8089,Colorado,Otero County,-671363.7325,1679164
8091,Colorado,Ouray County,-1018936.481,1743361.799
8093,Colorado,Park County,-830931.5592,1830789.968
8095,Colorado,Phillips County,-533128.9017,1971382.704
8097,Colorado,Pitkin County,-931742.6072,1852861.889
8099,Colorado,Prowers County,-556013.2083,1676518.427
8101,Colorado,Pueblo County,-737686.9471,1715372.271
8103,Colorado,Rio Blanco County,-1031338.464,1951228.166
8105,Colorado,Rio Grande County,-906423.8482,1665583.014
8107,Colorado,Routt County,-921759.5471,1994620.387
8109,Colorado,Saguache County,-891489.6983,1720138.187
8111,Colorado,San Juan County,-1016284.352,1698857.061
8113,Colorado,San Miguel County,-1075922.788,1733678.905
8115,Colorado,Sedgwick County,-530564.7454,2002858.7
8117,Colorado,Summit County,-858784.8352,1891714.34
8119,Colorado,Teller County,-786157.6261,1799617.447
8121,Colorado,Washington County,-609104.7815,1906774.289
8123,Colorado,Weld County,-703941.7425,1980180.672
8125,Colorado,Yuma County,-543238.3122,1905602.144
9001,Connecticut,Fairfield County,1861863.825,2251708.214
9003,Connecticut,Hartford County,1900269.968,2323058.093
9005,Connecticut,Litchfield County,1859618.764,2311363.344
9007,Connecticut,Middlesex County,1925466.445,2289801.725
9009,Connecticut,New Haven County,1894969.234,2276090.852
9011,Connecticut,New London County,1959597.493,2301208.01
9013,Connecticut,Tolland County,1930655.593,2336303.275
9015,Connecticut,Windham County,1959231.225,2340738.908
10001,Delaware,Kent County,1737530.538,1972072.594
10003,Delaware,New Castle County,1719077.989,2024828.341
10005,Delaware,Sussex County,1762733.34,1928788.66
11001,District of Columbia,District Of Columbia,1620145.774,1926595.621
12001,Florida,Alachua County,1315489.186,827901.3754
12003,Florida,Baker County,1312076.982,900951.5536
12005,Florida,Bay County,995258.6199,853221.6006
12007,Florida,Bradford County,1329251.395,860692.8076
12009,Florida,Brevard County,1495501.452,700690.5669
12011,Florida,Broward County,1557577.253,471887.7456
12013,Florida,Calhoun County,1033881.383,873281.0355
12015,Florida,Charlotte County,1403406.171,531558.6164
12017,Florida,Citrus County,1317000.049,735647.0342
12019,Florida,Clay County,1358311.28,868759.325
12021,Florida,Collier County,1472615.201,453662.7502
12023,Florida,Columbia County,1281686.126,884617.3776
12027,Florida,Desoto County,1408911.28,563675.7766
12029,Florida,Dixie County,1239772.687,809786.6245
12031,Florida,Duval County,1370331.521,909756.5798
12033,Florida,Escambia County,824631.3619,881054.5827
12035,Florida,Flagler County,1419083.978,819538.3368
12037,Florida,Franklin County,1076837.48,817423.5247
12039,Florida,Gadsden County,1087116.299,898911.4128
12041,Florida,Gilchrist County,1272333.213,827477.0658
12043,Florida,Glades County,1473964.911,547993.1469
12045,Florida,Gulf County,1036391.81,822679.0985
12047,Florida,Hamilton County,1246538.941,910210.0622
12049,Florida,Hardee County,1403894.266,597064.2683
12051,Florida,Hendry County,1483240.652,504594.4412
12053,Florida,Hernando County,1326721.959,704121.1111
12055,Florida,Highlands County,1452456.606,587708.5576
12057,Florida,Hillsborough County,1347964.378,637442.4355
12059,Florida,Holmes County,969533.3415,917795.2169
12061,Florida,Indian River County,1518430.276,637451.0149
12063,Florida,Jackson County,1027167.535,916072.3147
12065,Florida,Jefferson County,1157367.237,891775.5316
12067,Florida,Lafayette County,1232027.785,850995.6519
12069,Florida,Lake County,1392522.882,736956.1657
12071,Florida,Lee County,1415805.915,496926.6662
12073,Florida,Leon County,1120704.524,889449.6751
12075,Florida,Levy County,1284149.804,783637.3072
12077,Florida,Liberty County,1065895.274,858584.8512
12079,Florida,Madison County,1197706.143,897782.8179
12081,Florida,Manatee County,1354520.322,587388.7985
12083,Florida,Marion County,1351882.5,781182.6751
12085,Florida,Martin County,1546539.95,573196.9758
12086,Florida,Miami-Dade County,1559947.256,412497.5046
12087,Florida,Monroe County,1509482.063,366374.4287
12089,Florida,Nassau County,1353263.975,938466.1847
12091,Florida,Okaloosa County,897686.4938,890561.6098
12093,Florida,Okeechobee County,1496127.691,599482.1044
12095,Florida,Orange County,1434312.493,715790.4362
12097,Florida,Osceola County,1458954.351,669081.1707
12099,Florida,Palm Beach County,1550937.483,525952.3189
12101,Florida,Pasco County,1333385.016,677643.5449
12103,Florida,Pinellas County,1306601.269,631464.8623
12105,Florida,Polk County,1407428.775,648420.2335
12107,Florida,Putnam County,1375351.038,829336.7268
12109,Florida,St. Johns County,1399476.564,865863.8055
12111,Florida,St. Lucie County,1537256.297,605171.8806
12113,Florida,Santa Rosa County,856713.7604,887609.0263
12115,Florida,Sarasota County,1357523.061,555787.2846
12117,Florida,Seminole County,1439246.64,739218.5898
12119,Florida,Sumter County,1357680.759,725495.9867
12121,Florida,Suwannee County,1246935.833,876557.0039
12123,Florida,Taylor County,1190787.794,852376.3004
12125,Florida,Union County,1308304.182,868162.629
12127,Florida,Volusia County,1438668.123,777402.2223
12129,Florida,Wakulla County,1113011.785,855830.325
12131,Florida,Walton County,938380.6624,889376.3792
12133,Florida,Washington County,986714.0509,890878.4044
13001,Georgia,Appling County,1288990.75,1057012.927
13003,Georgia,Atkinson County,1240686.99,999295.872
13005,Georgia,Bacon County,1276775.865,1033243.564
13007,Georgia,Baker County,1093091.067,983304.1776
13009,Georgia,Baldwin County,1179525.219,1190286.64
13011,Georgia,Banks County,1137907.672,1329501.639
13013,Georgia,Barrow County,1123623.574,1286900.033
13015,Georgia,Bartow County,1017773.77,1301385.213
13017,Georgia,Ben Hill County,1201807.39,1045952.93
13019,Georgia,Berrien County,1208146.786,992422.7947
13021,Georgia,Bibb County,1142177.553,1155786.935
13023,Georgia,Bleckley County,1181765.025,1119115.174
13025,Georgia,Brantley County,1326661.912,1000420.533
13027,Georgia,Brooks County,1181516.343,940200.0498
13029,Georgia,Bryan County,1363361.497,1097965.828
13031,Georgia,Bulloch County,1329138.939,1135899.882
13033,Georgia,Burke County,1294398.008,1205638.256
13035,Georgia,Butts County,1111388.857,1205843.94
13037,Georgia,Calhoun County,1073561.977,1003649.305
13039,Georgia,Camden County,1360362.387,975480.8504
13043,Georgia,Candler County,1298399.5,1132052.351
13045,Georgia,Carroll County,1004456.194,1226100.569
13047,Georgia,Catoosa County,982225.8689,1372225.108
13049,Georgia,Charlton County,1318756.006,952508.0788
13051,Georgia,Chatham County,1392412.033,1101415.414
13053,Georgia,Chattahoochee County,1047514.925,1092319.577
13055,Georgia,Chattooga County,968986.5888,1322457.969
13057,Georgia,Cherokee County,1050761.13,1306115.374
13059,Georgia,Clarke County,1155637.238,1286419.257
13061,Georgia,Clay County,1039034.904,1010413.014
13063,Georgia,Clayton County,1071151.413,1229322.893
13065,Georgia,Clinch County,1262954.262,959490.1139
13067,Georgia,Cobb County,1045720.264,1271398.865
13069,Georgia,Coffee County,1239676.066,1027479.846
13071,Georgia,Colquitt County,1158669.438,976083.7313
13073,Georgia,Columbia County,1262487.034,1255436.349
13075,Georgia,Cook County,1191026.254,976480.7218
13077,Georgia,Coweta County,1036448.997,1204099.492
13079,Georgia,Crawford County,1116766.6,1142102.125
13081,Georgia,Crisp County,1148323.713,1057203.733
13083,Georgia,Dade County,949876.9767,1363028.669
13085,Georgia,Dawson County,1075715.83,1331660.446
13087,Georgia,Decatur County,1086388.993,932261.3744
13089,Georgia,Dekalb County,1079948.559,1256389.654
13091,Georgia,Dodge County,1200452.766,1092122.291
13093,Georgia,Dooly County,1142014.884,1082724.612
13095,Georgia,Dougherty County,1111782.166,1008830.392
13097,Georgia,Douglas County,1031382.337,1242709.45
13099,Georgia,Early County,1049875.392,977774.6751
13101,Georgia,Echols County,1248348.27,934440.3294
13103,Georgia,Effingham County,1366794.276,1138324.102
13105,Georgia,Elbert County,1201057.911,1311274.263
13107,Georgia,Emanuel County,1274318.468,1149501.496
13109,Georgia,Evans County,1319776.971,1107445.306
13111,Georgia,Fannin County,1056523.936,1376613.19
13113,Georgia,Fayette County,1060350.192,1213666.982
13115,Georgia,Floyd County,983511.4296,1300252.571
13117,Georgia,Forsyth County,1082914.224,1307948.074
13119,Georgia,Franklin County,1161855.577,1335144.383
13121,Georgia,Fulton County,1057680.928,1255772.741
13123,Georgia,Gilmer County,1046569.812,1355924.329
13125,Georgia,Glascock County,1235765.269,1216094.351
13127,Georgia,Glynn County,1367612.98,1010378.056
13129,Georgia,Gordon County,1011067.176,1330535.353
13131,Georgia,Grady County,1119076.387,935895.365
13133,Georgia,Greene County,1179492.3,1247682.041
13135,Georgia,Gwinnett County,1095759.988,1279796.436
13137,Georgia,Habersham County,1130864.957,1359803.544
13139,Georgia,Hall County,1109248.869,1321624.535
13141,Georgia,Hancock County,1199327.046,1215604.883
13143,Georgia,Haralson County,989780.5921,1248202.62
13145,Georgia,Harris County,1031170.742,1134100.571
13147,Georgia,Hart County,1186214.801,1335649.717
13149,Georgia,Heard County,1003646.751,1193901.75
13151,Georgia,Henry County,1091082.441,1221936.754
13153,Georgia,Houston County,1150012.808,1117688.327
13155,Georgia,Irwin County,1198918.04,1027877.281
13157,Georgia,Jackson County,1134916.515,1304291.6
13159,Georgia,Jasper County,1135652.349,1212270.721
13161,Georgia,Jeff Davis County,1255596.036,1058523.507
13163,Georgia,Jefferson County,1256171.786,1199257.299
13165,Georgia,Jenkins County,1302225.403,1176479.14
13167,Georgia,Johnson County,1239454.726,1157124.13
13169,Georgia,Jones County,1151573.414,1181611.119
13171,Georgia,Lamar County,1097548.858,1180372.835
13173,Georgia,Lanier County,1227378.725,968358.8725
13175,Georgia,Laurens County,1218893.132,1127443.529
13177,Georgia,Lee County,1115419.382,1036903.959
13179,Georgia,Liberty County,1361780.107,1076726.915
13181,Georgia,Lincoln County,1241432.538,1280516.511
13183,Georgia,Long County,1339648.617,1064862.147
13185,Georgia,Lowndes County,1211163.789,943251.3662
13187,Georgia,Lumpkin County,1089047.823,1347799.341
13189,Georgia,Mcduffie County,1243553.429,1245820.702
13191,Georgia,Mcintosh County,1375560.829,1041347.409
13193,Georgia,Macon County,1116496.715,1102091.278
13195,Georgia,Madison County,1167461.434,1307970.612
13197,Georgia,Marion County,1071814.999,1095905.649
13199,Georgia,Meriwether County,1047465.29,1170294.889
13201,Georgia,Miller County,1068274.984,962213.1331
13205,Georgia,Mitchell County,1118028.341,975040.5711
13207,Georgia,Monroe County,1118726.876,1176047.921
13209,Georgia,Montgomery County,1259366.381,1100453.583
13211,Georgia,Morgan County,1149571.168,1245032.103
13213,Georgia,Murray County,1018911.294,1363530.392
13215,Georgia,Muscogee County,1037083.188,1109400.014
13217,Georgia,Newton County,1117382.249,1236773.733
13219,Georgia,Oconee County,1151027.256,1272737.377
13221,Georgia,Oglethorpe County,1182710.86,1282146.612
13223,Georgia,Paulding County,1019493.25,1265907.639
13225,Georgia,Peach County,1133468.486,1127832.389
13227,Georgia,Pickens County,1048750.481,1330599.247
13229,Georgia,Pierce County,1302309.007,1014963.543
13231,Georgia,Pike County,1074360.616,1179283.593
13233,Georgia,Polk County,989224.3021,1271527.442
13235,Georgia,Pulaski County,1171003.423,1094923.931
13237,Georgia,Putnam County,1164434.823,1216682.797
13239,Georgia,Quitman County,1032302.684,1036603.891
13241,Georgia,Rabun County,1138683.737,1389143.35
13243,Georgia,Randolph County,1058282.459,1027981.069
13245,Georgia,Richmond County,1282819.849,1237590.181
13247,Georgia,Rockdale County,1099839.163,1245707.827
13249,Georgia,Schley County,1092478.705,1088370.428
13251,Georgia,Screven County,1335318.349,1176789.814
13253,Georgia,Seminole County,1058244.949,935725.1685
13255,Georgia,Spalding County,1081737.822,1199158.137
13257,Georgia,Stephens County,1153423.385,1354138.051
13259,Georgia,Stewart County,1046643.494,1062076.282
13261,Georgia,Sumter County,1106655.278,1065071.709
13263,Georgia,Talbot County,1066361.408,1134167.661
13265,Georgia,Taliaferro County,1205964.13,1249909.645
13267,Georgia,Tattnall County,1305712.571,1092823.631
13269,Georgia,Taylor County,1094442.998,1121507.842
13271,Georgia,Telfair County,1225504.006,1068331.624
13273,Georgia,Terrell County,1087754.095,1033206.976
13275,Georgia,Thomas County,1149153.54,938437.0275
13277,Georgia,Tift County,1177578.936,1008758.602
13279,Georgia,Toombs County,1279101,1097466.725
13281,Georgia,Towns County,1108099.219,1389069.294
13283,Georgia,Treutlen County,1252655.898,1125410.716
13285,Georgia,Troup County,1016197.213,1165749.052
13287,Georgia,Turner County,1164606.542,1036137.608
13289,Georgia,Twiggs County,1169114.232,1143614.233
13291,Georgia,Union County,1086530.75,1376942.086
13293,Georgia,Upson County,1085492.191,1156919.191
13295,Georgia,Walker County,969740.2733,1351864.506
13297,Georgia,Walton County,1124773.134,1263220.213
13299,Georgia,Ware County,1287458.284,978514.5473
13301,Georgia,Warren County,1226878.056,1235056.745
13303,Georgia,Washington County,1222799.465,1184983.217
13305,Georgia,Wayne County,1326934.884,1040349.836
13307,Georgia,Webster County,1073563.458,1061689.581
13309,Georgia,Wheeler County,1242618.537,1091702.72
13311,Georgia,White County,1111168.399,1358919.711
13313,Georgia,Whitfield County,998958.9498,1363198.725
13315,Georgia,Wilcox County,1178880.849,1066819.615
13317,Georgia,Wilkes County,1214993.687,1275513.359
13319,Georgia,Wilkinson County,1190786.057,1161735.547
13321,Georgia,Worth County,1145798.959,1015128.398
16001,Idaho,Ada County,-1618308.83,2445992.351
16003,Idaho,Adams County,-1600824.116,2606264.554
16005,Idaho,Bannock County,-1315526.595,2298190.743
16007,Idaho,Bear Lake County,-1250517.333,2243805.764
16009,Idaho,Benewah County,-1560876.874,2862097.149
16011,Idaho,Bingham County,-1318934.333,2360978.055
16013,Idaho,Blaine County,-1440428.919,2405345.991
16015,Idaho,Boise County,-1565756.099,2496230.167
16017,Idaho,Bonner County,-1530866.901,2977706.026
16019,Idaho,Bonneville County,-1253354.88,2369251.829
16021,Idaho,Boundary County,-1509790.129,3025785.443
16023,Idaho,Butte County,-1370438.521,2427454.474
16025,Idaho,Camas County,-1504804.344,2423802.003
16027,Idaho,Canyon County,-1650938.454,2473078.321
16029,Idaho,Caribou County,-1260480.23,2300494.558
16031,Idaho,Cassia County,-1433911.12,2275829.207
16033,Idaho,Clark County,-1294973.596,2477696.174
16035,Idaho,Clearwater County,-1498673.983,2787146.144
16037,Idaho,Custer County,-1446716.114,2500773.109
